[21:33:22] Info   ----> Process of diagnostic specification
[21:33:23] Info     - Set primary memory property 'SsrNumeration' to 'calculated'
[21:33:23] Info   At Occurrence_Counter 
[21:33:23] Info     - Set property 'DemDataType' to 'OccCtr'
[21:33:23] Info   At Event 'DTC_0x000002_Event' EventKind is Null 
[21:33:23] Info     - Set Event-Prop 'EventKind' to 'SWC' using 'updatable'
[21:33:23] Info   At Event 'DTC_0x000002_Event' EventImport: false 
[21:33:23] Info     - Set Event-Prop 'OpCycle' to 'DEM_POWER'
[21:33:23] Info     - Set Event-Prop 'EventFailureCount' to '0'
[21:33:23] Info   At Event 'DTC_0x000003_Event' EventKind is Null 
[21:33:23] Info     - Set Event-Prop 'EventKind' to 'SWC' using 'updatable'
[21:33:23] Info   At Event 'DTC_0x000003_Event' EventImport: false 
[21:33:23] Info     - Set Event-Prop 'OpCycle' to 'DEM_OBD_DCY'
[21:33:23] Info     - Set Event-Prop 'EventFailureCount' to '2'
[21:33:23] Info   At DTC 0x2 DTC_INIT_MONITOR_REQUIRED == required 
[21:33:23] Info     - Set Event-Prop 'InitMonitor' to 'true'
[21:33:23] Info   At DTC 0x2 IsAnyObd == false EventImport: false DTC_WARNING_INDICATOR_FLAG == supported 
[21:33:23] Info     - Warning Indicator 'WarningIndicator' with type 'Warning' created
[21:33:23] Info     - Set Event-Prop 'WarnIndicator' to 'WarningIndicator' using 'Warning'
[21:33:23] Info   At DTC 0x3 DTC_INIT_MONITOR_REQUIRED == not required 
[21:33:23] Info     - Set Event-Prop 'InitMonitor' to 'false'
[21:33:23] Info   At DTC 0x3 IsAnyObd == false EventImport: false DTC_WARNING_INDICATOR_FLAG == supported 
[21:33:23] Info     - Set Event-Prop 'WarnIndicator' to 'WarningIndicator' using 'Warning'
[21:33:23] Info   <<<<<<<<<<<<< ShapingStep FaultMemory2 (completed in 0.000s (0ms) <<<<<<<<<<<<<
[21:33:23] Info   >>>>>>>>>>>>> ShapingStep FaultMemory3 >>>>>>>>>>>>>
[21:33:23] Info   At DTC 0x2 SsrNumerationType == calculated MaxSsrCount is Null 
[21:33:23] Info     - Set DTC-Prop 'MaxSsrCount' to '1'
[21:33:23] Info   At DTC 0x2 EventImport: false DTC_DEBOUNCING_ALGORITHM == Counter based DTC_JUMP_DOWN_PREPASSED == (Not NULL) DTC_JUMP_UP_PREFAILED == (Not NULL) DTC_STEP_SIZE_PREFAILED == (Not NULL) DTC_STEP_SIZE_PREPASSED == (Not NULL) 
[21:33:23] Info     - Set Event-Prop 'DebounceType' to 'Counter'
[21:33:23] Info   At DTC 0x3 SsrNumerationType == calculated MaxSsrCount is Null 
[21:33:23] Info     - Set DTC-Prop 'MaxSsrCount' to '1'
[21:33:23] Info   At DTC 0x3 EventImport: false DTC_DEBOUNCING_ALGORITHM == Counter based DTC_JUMP_DOWN_PREPASSED == (Not NULL) DTC_JUMP_UP_PREFAILED == (Not NULL) DTC_STEP_SIZE_PREFAILED == (Not NULL) DTC_STEP_SIZE_PREPASSED == (Not NULL) 
[21:33:23] Info     - Set Event-Prop 'DebounceType' to 'Counter'
[21:33:23] Info   At Event 'DTC_0x000002_Event' EventImport: false DebounceType == Counter 
[21:33:23] Info     - Set Event-Prop 'JumpUp' to 'Yes'
[21:33:23] Info     - Set Event-Prop 'JumpDown' to 'No'
[21:33:23] Info     - Set Event-Prop 'IncStepSize' to '1'
[21:33:23] Info     - Set Event-Prop 'DecStepSize' to '1'
[21:33:23] Info     - Set Event-Prop 'Register' to default 'NULL'
[21:33:23] Info   At Event 'DTC_0x000003_Event' EventImport: false DebounceType == Counter 
[21:33:23] Info     - Set Event-Prop 'JumpUp' to 'Yes'
[21:33:23] Info     - Set Event-Prop 'JumpDown' to 'No'
[21:33:23] Info     - Set Event-Prop 'IncStepSize' to '1'
[21:33:23] Info     - Set Event-Prop 'DecStepSize' to '1'
[21:33:23] Info     - Set Event-Prop 'Register' to default 'NULL'
[21:33:23] Info   <<<<<<<<<<<<< ShapingStep FaultMemory3 (completed in 0.000s (0ms) <<<<<<<<<<<<<
[21:33:23] Info   >>>>>>>>>>>>> ShapingStep FaultMemory4 >>>>>>>>>>>>>
[21:33:23] Info   At Event 'DTC_0x000002_Event' Microsar: true 
[21:33:23] Info     - Set Event-Prop 'HealingCycle' to 'DEM_POWER' using 'Power'
[21:33:23] Info   At Event 'DTC_0x000003_Event' Microsar: true 
[21:33:23] Info     - Set Event-Prop 'HealingCycle' to 'DEM_OBD_DCY' using 'ObdDcy'
[21:33:23] Info   <<<<<<<<<<<<< ShapingStep FaultMemory4 (completed in 0.000s (0ms) <<<<<<<<<<<<<
[21:33:23] Info   >>>>>>>>>>>>> ShapingStep FaultMemory5 >>>>>>>>>>>>>
[21:33:23] Info   At DTC 0x2 
[21:33:23] Info     - Set DTC-Prop 'AltQualifier' to ''
[21:33:23] Info   At DTC 0x3 
[21:33:23] Info     - Set DTC-Prop 'AltQualifier' to ''
[21:33:23] Info   * Merging Debounce Algorithms
[21:33:23] Info        - Algorithm 'DTC_0x000002_DebounceAlgorithmProperties' has 1 dublicate(s)
[21:33:23] Info   * Merging Operation Cycles
[21:33:23] Info   * Merging Warning Indicators
[21:33:23] Info   * Merging Enable/Storage/Clear Conditions
[21:33:23] Info   <<<<<<<<<<<<< ShapingStep FaultMemory5 (completed in 0.000s (0ms) <<<<<<<<<<<<<
[21:33:23] Info   >>>>>>>>>>>>> ShapingStep Obd >>>>>>>>>>>>>
[21:33:23] Info   * Building OBD Service Pids
[21:33:23] Info   * Building OBD Service Monitor Identifier
[21:33:23] Info   * Building OBD Service Rids
[21:33:23] Info   * Building OBD Service Vehicle Infos
[21:33:23] Info   <<<<<<<<<<<<< ShapingStep Obd (completed in 0.000s (0ms) <<<<<<<<<<<<<
[21:33:23] Info   >>>>>>>>>>>>> ShapingStep CleanUp >>>>>>>>>>>>>
[21:33:23] Info   * Finding duplicated sub-services in clean-up... 
[21:33:23] Info   * Shaping Memory Identifiers, use prefix: true
[21:33:23] Info   <<<<<<<<<<<<< ShapingStep CleanUp (completed in 0.000s (0ms) <<<<<<<<<<<<<
[21:33:23] Info   <<<<<<<<<<<<< SHAPING finished after 0.140s (140ms) <<<<<<<<<<<<<
[21:33:23] Warn   Calling obsolete AR-Shaper
[21:33:23] Info   Exporting ECUC module configurations to file: C:\Users\Qxiong\AppData\Local\Temp\DaVinci\Cfg-0422637\DiagnosticsImportService\1722864802808-0\DiagnosticsDescriptionData7141454553145223709.xml
[21:33:23] Info   ----> Create ECUC from imported diagnostic data.
[21:33:23] Note   Using EcucEx-Parameter 'DemDidQualifierMode' = 'R19' (default)
[21:33:23] Note   Using EcucEx-Parameter 'DcmQualifierMode' = 'R19' (default)
[21:33:23] Info   ----> STEP 1: Create ECUC model.
[21:33:23] Info   Creating Dcm module configuration...
[21:33:23] Info   Creating Dem module configuration...
[21:33:23] Info   <---- STEP 1: Finished.
[21:33:23] Info   ----> STEP 2: Postprocess created ECUC model.
[21:33:23] Info   ----> Transform imported object qualifiers/shortnames to match AUTOSAR IDENTIFIER pattern restriction (except length limit)
[21:33:23] Info   <---- Finished transforming shortnames
[21:33:23] Info   ----> Ensure uniqueness of container shortnames within their scope
[21:33:23] Info   <---- Finished ensuring uniqueness of container shortnames
[21:33:23] Info   ----> Truncate shortnames whose length exceeds the 128 character limit for AUTOSAR shortnames
[21:33:23] Info   <---- Finished truncating shortnames
[21:33:23] Info   ----> Resolve reference parameters
[21:33:23] Info   <---- Finished resolving reference parameters
[21:33:23] Info   <---- STEP 2: Finished.
[21:33:23] Info   ----> STEP 3: Serialize ECUC model to XML.
[21:33:23] Info   <---- STEP 3: Finished.
[21:33:23] Info   <---- Finished creation of ECUC from imported diagnostic data.
[21:33:23] Info   <<<<<<<<<<<<< Meta-EcuC Export finished after 0.032
[21:33:23] Info   <---- Process of diagnostic specification.
